"","cell_type","gene","avg_logFC","p_val","p_val_adj","de_family","de_method","de_type","diffexpressed","gene_label"
"4217","E15","Brd1",0.025520468060343,0.97905865484517,1,"pseudobulk","edgeR","LRT","NO",NA
"4218","E15","Brd2",0.28726747466076,0.449506721993453,1,"pseudobulk","edgeR","LRT","NO",NA
"4219","E15","Brd3",-0.126852013035829,0.756596068646994,1,"pseudobulk","edgeR","LRT","NO",NA
"4220","E15","Brd3os",-0.152145063156047,0.710158639892557,1,"pseudobulk","edgeR","LRT","NO",NA
"4221","E15","Brd4",-0.47004637232678,0.251819735486696,1,"pseudobulk","edgeR","LRT","NO",NA
"4222","E15","Brd7",-0.362338709745828,0.501152927269284,1,"pseudobulk","edgeR","LRT","NO",NA
"4223","E15","Brd8",-0.00112602083474094,0.997773168947714,1,"pseudobulk","edgeR","LRT","NO",NA
"4224","E15","Brd8dc",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4225","E15","Brd9",-0.0777241932648909,0.860507547120104,1,"pseudobulk","edgeR","LRT","NO",NA
"4226","E15","Brdt",-0.709191019514076,0.300002401921634,1,"pseudobulk","edgeR","LRT","NO",NA
"4227","E15","Brf1",-0.869748017018996,0.150513997631903,1,"pseudobulk","edgeR","LRT","NO",NA
"4228","E15","Brf2",-0.306425955254582,0.514539949209799,1,"pseudobulk","edgeR","LRT","NO",NA
"4229","E15","Bri3",-0.555591519785875,0.620275804393279,1,"pseudobulk","edgeR","LRT","NO",NA
"4230","E15","Bri3bp",-0.363575571393493,0.439020670214769,1,"pseudobulk","edgeR","LRT","NO",NA
"4231","E15","Bricd5",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4232","E15","Brinp1",0.217572559228947,0.598519617128956,1,"pseudobulk","edgeR","LRT","NO",NA
"4233","E15","Brinp2",-0.0519768559014158,0.912955866332715,1,"pseudobulk","edgeR","LRT","NO",NA
"4234","E15","Brinp3",-1.44259027696205,0.0477970357312033,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4235","E15","Brip1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4236","E15","Brip1os",0.266096776102924,0.65217680117194,1,"pseudobulk","edgeR","LRT","NO",NA
"4237","E15","Brix1",0.0609626517197211,0.867654321140016,1,"pseudobulk","edgeR","LRT","NO",NA
"4238","E15","Brk1",-0.165459210032982,0.638275093880553,1,"pseudobulk","edgeR","LRT","NO",NA
"4239","E15","Brme1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4240","E15","Brms1",-0.417337191063625,0.364303460124967,1,"pseudobulk","edgeR","LRT","NO",NA
"4241","E15","Brms1l",0.112863155238183,0.793411932638906,1,"pseudobulk","edgeR","LRT","NO",NA
"4242","E15","Brox",0.00217906337346464,0.995175200968521,1,"pseudobulk","edgeR","LRT","NO",NA
"4243","E15","Brpf1",-0.0618292751755335,0.8926552173832,1,"pseudobulk","edgeR","LRT","NO",NA
"4244","E15","Brpf3",0.0739218102552436,0.911466688660449,1,"pseudobulk","edgeR","LRT","NO",NA
"4245","E15","Brs3",-1.94650114368488,0.404093985674422,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4246","E15","Brsk1",-0.233632985647612,0.577726345006101,1,"pseudobulk","edgeR","LRT","NO",NA
"4247","E15","Brsk2",-0.277320798892615,0.573950326011419,1,"pseudobulk","edgeR","LRT","NO",NA
"4248","E15","Brwd1",-0.239297324325498,0.629562640871875,1,"pseudobulk","edgeR","LRT","NO",NA
"4249","E15","Brwd3",0.105859244179171,0.854957622210869,1,"pseudobulk","edgeR","LRT","NO",NA
"4250","E15","Bscl2",-0.0472703137323425,0.904647290844078,1,"pseudobulk","edgeR","LRT","NO",NA
"4251","E15","Bsdc1",-0.130094445779513,0.793097489717158,1,"pseudobulk","edgeR","LRT","NO",NA
"4252","E15","Bsg",0.0570785671401871,0.858388601922382,1,"pseudobulk","edgeR","LRT","NO",NA
"4253","E15","Bsn",-0.145365973180246,0.712847876558107,1,"pseudobulk","edgeR","LRT","NO",NA
"4254","E15","Bsnd",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4255","E15","Bsph1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4256","E15","Bsph2",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4257","E15","Bspry",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4258","E15","Bst1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4259","E15","Bst2",0.987528897403623,0.568378476731775,1,"pseudobulk","edgeR","LRT","NO",NA
"4260","E15","Bsx",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4261","E15","Btaf1",0.368593775468714,0.650558303971548,1,"pseudobulk","edgeR","LRT","NO",NA
"4262","E15","Btbd1",0.267079125113604,0.705769373731328,1,"pseudobulk","edgeR","LRT","NO",NA
"4263","E15","Btbd10",-0.186762867712565,0.610049431615966,1,"pseudobulk","edgeR","LRT","NO",NA
"4264","E15","Btbd11",0.446284459252943,0.533707085471416,1,"pseudobulk","edgeR","LRT","NO",NA
"4265","E15","Btbd16",-3.25122463928102,0.156211402091009,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4266","E15","Btbd17",2.14668867917978,0.00157692647627233,0.201177972136919,"pseudobulk","edgeR","LRT","Highlit_up",NA
"4267","E15","Btbd18",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4268","E15","Btbd19",-0.55082603799943,0.512341716045315,1,"pseudobulk","edgeR","LRT","NO",NA
"4269","E15","Btbd2",-0.0170373278640803,0.967983611060366,1,"pseudobulk","edgeR","LRT","NO",NA
"4270","E15","Btbd3",-1.1410953684661,0.00930364929350932,0.620775294073611,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4271","E15","Btbd35f1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4272","E15","Btbd35f10",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4273","E15","Btbd35f11",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4274","E15","Btbd35f12",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4275","E15","Btbd35f13",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4276","E15","Btbd35f14",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4277","E15","Btbd35f15",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4278","E15","Btbd35f16",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4279","E15","Btbd35f17",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4280","E15","Btbd35f18",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4281","E15","Btbd35f19",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4282","E15","Btbd35f2",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4283","E15","Btbd35f20",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4284","E15","Btbd35f21",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4285","E15","Btbd35f22",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4286","E15","Btbd35f23",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4287","E15","Btbd35f24",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4288","E15","Btbd35f25",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4289","E15","Btbd35f26",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4290","E15","Btbd35f27",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4291","E15","Btbd35f28",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4292","E15","Btbd35f29",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4293","E15","Btbd35f3",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4294","E15","Btbd35f30",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4295","E15","Btbd35f4",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4296","E15","Btbd35f5",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4297","E15","Btbd35f6",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4298","E15","Btbd35f7",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4299","E15","Btbd35f8",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4300","E15","Btbd35f9",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4301","E15","Btbd6",0.54474982206049,0.347738879271972,1,"pseudobulk","edgeR","LRT","NO",NA
"4302","E15","Btbd7",-0.154481861253218,0.783024138598235,1,"pseudobulk","edgeR","LRT","NO",NA
"4303","E15","Btbd8",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4304","E15","Btbd9",0.442494784894969,0.218871526098378,1,"pseudobulk","edgeR","LRT","NO",NA
"4305","E15","Btc",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4306","E15","Btd",0.621641083069999,0.452744978311345,1,"pseudobulk","edgeR","LRT","NO",NA
"4307","E15","Btf3",-0.0779860881334734,0.7931434345359,1,"pseudobulk","edgeR","LRT","NO",NA
"4308","E15","Btf3l4",-0.182471001024413,0.668878549371169,1,"pseudobulk","edgeR","LRT","NO",NA
"4309","E15","Btg1",0.320225009386846,0.414751531505955,1,"pseudobulk","edgeR","LRT","NO",NA
"4310","E15","Btg1-ps1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4311","E15","Btg1-ps2",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4312","E15","Btg1b",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4313","E15","Btg1c",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4314","E15","Btg2",1.35606379500827,0.0506972104357591,1,"pseudobulk","edgeR","LRT","Highlit_up",NA
"4315","E15","Btg3",-0.353488450877728,0.741745478136667,1,"pseudobulk","edgeR","LRT","NO",NA
"4316","E15","Btg4",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4317","E15","Btk",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4318","E15","Btla",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4319","E15","Btn1a1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4320","E15","Btn2a2",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4321","E15","Btnl1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4322","E15","Btnl10",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4323","E15","Btnl2",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4324","E15","Btnl4",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4325","E15","Btnl6",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4326","E15","Btnl9",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4327","E15","Btrc",-0.200847257504485,0.639346397741792,1,"pseudobulk","edgeR","LRT","NO",NA
"4328","E15","Bub1",0.189842058689434,0.905150765819865,1,"pseudobulk","edgeR","LRT","NO",NA
"4329","E15","Bub1b",0.189842058689434,0.905150765819865,1,"pseudobulk","edgeR","LRT","NO",NA
"4330","E15","Bub3",-0.0733524371711919,0.843288422683834,1,"pseudobulk","edgeR","LRT","NO",NA
"4331","E15","Bud13",0.000101705438618241,0.999719607446042,1,"pseudobulk","edgeR","LRT","NO",NA
"4332","E15","Bud23",-0.187214855779428,0.660730894293003,1,"pseudobulk","edgeR","LRT","NO",NA
"4333","E15","Bud31",0.170331977705578,0.633108598926401,1,"pseudobulk","edgeR","LRT","NO",NA
"4334","E15","Bves",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4335","E15","Bvht",-0.297746562620446,0.844825257818945,1,"pseudobulk","edgeR","LRT","NO",NA
"4336","E15","Bysl",0.354032219933494,0.366530353686544,1,"pseudobulk","edgeR","LRT","NO",NA
"4337","E15","Bzw1",-0.0554902783675302,0.863368847171525,1,"pseudobulk","edgeR","LRT","NO",NA
"4338","E15","Bzw2",-0.204871230837842,0.545795483639919,1,"pseudobulk","edgeR","LRT","NO",NA
"4339","E15","C030005K15Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4340","E15","C030006K11Rik",-0.534915208824102,0.516977560112384,1,"pseudobulk","edgeR","LRT","NO",NA
"4341","E15","C030007H22Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4342","E15","C030010L15Rik",-1.94650114368488,0.404093985674422,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4343","E15","C030014I23Rik",-0.491039881502509,0.420335232549629,1,"pseudobulk","edgeR","LRT","NO",NA
"4344","E15","C030017D09Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4345","E15","C030018K13Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4346","E15","C030029H02Rik",0.990800826106723,0.567341709895004,1,"pseudobulk","edgeR","LRT","NO",NA
"4347","E15","C030034I22Rik",0.131784303915302,0.731332386018025,1,"pseudobulk","edgeR","LRT","NO",NA
"4348","E15","C030034L19Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4349","E15","C030037D09Rik",1.01890261590558,0.558607631429001,1,"pseudobulk","edgeR","LRT","Highlit_up",NA
"4350","E15","C030037F17Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4351","E15","C030047K22Rik",-4.17794183189523,0.042818018429946,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4352","E15","C130013H08Rik",-1.94650114368488,0.404093985674422,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4353","E15","C130021I20Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4354","E15","C130026I21Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4355","E15","C130026L21Rik",0.42268062960873,0.406306896062764,1,"pseudobulk","edgeR","LRT","NO",NA
"4356","E15","C130032M10Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4357","E15","C130050O18Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4358","E15","C130060C02Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4359","E15","C130060K24Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4360","E15","C130071C03Rik",0.359056433698922,0.368018864799895,1,"pseudobulk","edgeR","LRT","NO",NA
"4361","E15","C130073E24Rik",0.623488588449691,0.183571125896011,1,"pseudobulk","edgeR","LRT","NO",NA
"4362","E15","C130073F10Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4363","E15","C130074G19Rik",-1.94650114368488,0.404093985674422,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4364","E15","C130079G13Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4365","E15","C130080G10Rik",-0.322960288329723,0.833151922193654,1,"pseudobulk","edgeR","LRT","NO",NA
"4366","E15","C130083M11Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4367","E15","C1d",-0.238436660352867,0.460336197764769,1,"pseudobulk","edgeR","LRT","NO",NA
"4368","E15","C1galt1",0.592246969372357,0.497930238767464,1,"pseudobulk","edgeR","LRT","NO",NA
"4369","E15","C1galt1c1",0.0673316183665341,0.860654270986232,1,"pseudobulk","edgeR","LRT","NO",NA
"4370","E15","C1qa",-2.74725635390741,0.241972269953214,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4371","E15","C1qb",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4372","E15","C1qbp",-0.262075962756801,0.720557641231707,1,"pseudobulk","edgeR","LRT","NO",NA
"4373","E15","C1qc",2.9340300410885,0.126320665180114,1,"pseudobulk","edgeR","LRT","Highlit_up",NA
"4374","E15","C1ql1",4.85226463596884,0.00297323806437033,0.302107230802566,"pseudobulk","edgeR","LRT","Highlit_up",NA
"4375","E15","C1ql2",-1.94650114368488,0.404093985674422,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4376","E15","C1ql3",0.15496884171441,0.883875216485132,1,"pseudobulk","edgeR","LRT","NO",NA
"4377","E15","C1ql4",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4378","E15","C1qtnf1",-0.499526669964728,0.679070676953347,1,"pseudobulk","edgeR","LRT","NO",NA
"4379","E15","C1qtnf12",-0.673893074857733,0.644806715432768,1,"pseudobulk","edgeR","LRT","NO",NA
"4380","E15","C1qtnf2",0.120160065555251,0.872875596594313,1,"pseudobulk","edgeR","LRT","NO",NA
"4381","E15","C1qtnf3",2.96213183088735,0.124171477019252,1,"pseudobulk","edgeR","LRT","Highlit_up",NA
"4382","E15","C1qtnf4",-0.111418179761107,0.913146653966021,1,"pseudobulk","edgeR","LRT","NO",NA
"4383","E15","C1qtnf5",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4384","E15","C1qtnf6",-4.88265970709086,0.00875201081865143,0.60419184642872,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4385","E15","C1qtnf7",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4386","E15","C1qtnf9",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4387","E15","C1ra",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4388","E15","C1rb",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4389","E15","C1rl",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4390","E15","C1s1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4391","E15","C1s2",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4392","E15","C2",-1.94322921498178,0.404548026727575,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4393","E15","C230004F18Rik",0.137722353334411,0.715671985411081,1,"pseudobulk","edgeR","LRT","NO",NA
"4394","E15","C230014O12Rik",-3.62961123586995,0.104215866763118,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4395","E15","C230021G24Rik",-3.2598783935078,0.155181244988606,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4396","E15","C230024C17Rik",-1.94322921498178,0.404548026727575,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4397","E15","C230029F24Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4398","E15","C230034O21Rik",-0.73478788279206,0.665093532207108,1,"pseudobulk","edgeR","LRT","NO",NA
"4399","E15","C230035I16Rik",-1.22298396889327,0.366552497371845,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4400","E15","C230037L18Rik",-0.244427073747145,0.746942081694186,1,"pseudobulk","edgeR","LRT","NO",NA
"4401","E15","C230057A21Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4402","E15","C230057M02Rik",0.186773687181093,0.906472666384017,1,"pseudobulk","edgeR","LRT","NO",NA
"4403","E15","C230072F16Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4404","E15","C230079O03Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4405","E15","C230088H06Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4406","E15","C230099D08Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4407","E15","C2cd2",0.0450892852282985,0.938544919160032,1,"pseudobulk","edgeR","LRT","NO",NA
"4408","E15","C2cd2l",-0.00623927355459844,0.990457846444631,1,"pseudobulk","edgeR","LRT","NO",NA
"4409","E15","C2cd3",0.675265284652333,0.124486977482545,1,"pseudobulk","edgeR","LRT","NO",NA
"4410","E15","C2cd4a",3.87953277121211,0.0316164722766449,1,"pseudobulk","edgeR","LRT","Highlit_up",NA
"4411","E15","C2cd4b",-0.911661426113758,0.59977074286919,1,"pseudobulk","edgeR","LRT","NO",NA
"4412","E15","C2cd4c",-0.460489458595037,0.442840634219177,1,"pseudobulk","edgeR","LRT","NO",NA
"4413","E15","C2cd4d",0.248616766793596,0.893680918798728,1,"pseudobulk","edgeR","LRT","NO",NA
"4414","E15","C2cd5",0.385413612296852,0.303615486966047,1,"pseudobulk","edgeR","LRT","NO",NA
"4415","E15","C2cd6",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4416","E15","C2cd6b",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4417","E15","C3",1.01563068720248,0.559635020115798,1,"pseudobulk","edgeR","LRT","Highlit_up",NA
"4418","E15","C330002G04Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4419","E15","C330004P14Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4420","E15","C330007P06Rik",0.82433390746618,0.0564117125355851,1,"pseudobulk","edgeR","LRT","NO",NA
"4421","E15","C330011M18Rik",-3.25410574502831,0.155868106040492,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4422","E15","C330018A13Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4423","E15","C330018D20Rik",-0.580927954452427,0.19511450350547,1,"pseudobulk","edgeR","LRT","NO",NA
"4424","E15","C330019F10Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4425","E15","C330021F23Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4426","E15","C330022C24Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4427","E15","C330027C09Rik",0.0633817463604954,0.941756216205466,1,"pseudobulk","edgeR","LRT","NO",NA
"4428","E15","C3ar1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4429","E15","C430039J16Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4430","E15","C430042M11Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4431","E15","C430049E01Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4432","E15","C4b",-0.294858498530871,0.846179316088725,1,"pseudobulk","edgeR","LRT","NO",NA
"4433","E15","C4bp",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4434","E15","C530008M17Rik",-0.223100533912741,0.537142829365284,1,"pseudobulk","edgeR","LRT","NO",NA
"4435","E15","C530025M09Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4436","E15","C530043A13Rik",-3.25410574502831,0.155868106040492,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4437","E15","C530044C16Rik",-0.276778100841041,0.807076406378938,1,"pseudobulk","edgeR","LRT","NO",NA
"4438","E15","C530050E15Rik",0.691316667702273,0.366980308593339,1,"pseudobulk","edgeR","LRT","NO",NA
"4439","E15","C5ar1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4440","E15","C5ar2",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4441","E15","C6",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4442","E15","C630028M04Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4443","E15","C630031E19Rik",2.9340300410885,0.126320665180114,1,"pseudobulk","edgeR","LRT","Highlit_up",NA
"4444","E15","C7",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4445","E15","C730002L08Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4446","E15","C730027H18Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4447","E15","C730034F03Rik",0.2693940790109,0.564764659825324,1,"pseudobulk","edgeR","LRT","NO",NA
"4448","E15","C730036E19Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4449","E15","C77080",-1.77406010604797,0.0692519595340148,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4450","E15","C78197",-1.94322921498178,0.404548026727575,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4451","E15","C78283",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4452","E15","C78334",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4453","E15","C78859",0.468953358685806,0.296990842416764,1,"pseudobulk","edgeR","LRT","NO",NA
"4454","E15","C79798",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4455","E15","C820005J03Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4456","E15","C86187",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4457","E15","C87198",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4458","E15","C87414",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4459","E15","C87436",0.253875692193176,0.491270649320351,1,"pseudobulk","edgeR","LRT","NO",NA
"4460","E15","C87499",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4461","E15","C87977",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4462","E15","C8a",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4463","E15","C8b",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4464","E15","C8g",-0.69936137685611,0.632065237536906,1,"pseudobulk","edgeR","LRT","NO",NA
"4465","E15","C9",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4466","E15","C920006O11Rik",0.196621753119308,0.721806909022782,1,"pseudobulk","edgeR","LRT","NO",NA
"4467","E15","C920008G01Rik",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4468","E15","C920021L13Rik",-1.57016706828073,0.139880508268989,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4469","E15","C9orf72",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4470","E15","CAAA01118383.1",0.299110538506281,0.518412453741772,1,"pseudobulk","edgeR","LRT","NO",NA
"4471","E15","CAAA01147332.1",1.90976642245293,0.210210766305461,1,"pseudobulk","edgeR","LRT","Highlit_up",NA
"4472","E15","CAAA01165726.1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4473","E15","CK137956",-3.25410574502831,0.155868106040492,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4474","E15","CN725425",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4475","E15","CR974586.1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4476","E15","CR974586.2",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4477","E15","CR974586.3",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4478","E15","CR974586.4",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4479","E15","CR974586.5",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4480","E15","CR974586.6",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4481","E15","CT009704.1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4482","E15","CT009713.1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4483","E15","CT009718.1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4484","E15","CT009718.2",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4485","E15","CT010433.1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4486","E15","CT010437.2",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4487","E15","CT010465.1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4488","E15","CT010490.3",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4489","E15","CT010583.1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4490","E15","CT025155.1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4491","E15","CT025521.2",-2.74725635390741,0.241972269953214,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4492","E15","CT025521.3",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4493","E15","CT025584.1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4494","E15","CT025592.1",-1.94322921498178,0.404548026727575,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
"4495","E15","CT025619.1",0.207849909128305,0.603845214253131,1,"pseudobulk","edgeR","LRT","NO",NA
"4496","E15","CT025624.1",0,1,1,"pseudobulk","edgeR","LRT","NO",NA
"4497","E15","CT025678.1",-3.25410574502831,0.155868106040492,1,"pseudobulk","edgeR","LRT","Highlit_down",NA
